Date,State,TotalSamples,Positive
26-05-2021,Madhya Pradesh,9524844,
27-05-2021,Madhya Pradesh,9594450,
28-05-2021,Madhya Pradesh,9666660,
29-05-2021,Madhya Pradesh,9742593,
30-05-2021,Madhya Pradesh,9821030,
31-05-2021,Madhya Pradesh,9896447,
01-06-2021,Madhya Pradesh,9966096,
02-06-2021,Madhya Pradesh,10045890,
03-06-2021,Madhya Pradesh,10124379,
04-06-2021,Madhya Pradesh,10204296,
05-06-2021,Madhya Pradesh,10286108,
06-06-2021,Madhya Pradesh,10367744,
07-06-2021,Madhya Pradesh,10442778,
08-06-2021,Madhya Pradesh,10518760,
09-06-2021,Madhya Pradesh,10595870,
10-06-2021,Madhya Pradesh,10672339,
11-06-2021,Madhya Pradesh,10751600,
12-06-2021,Madhya Pradesh,10829438,
13-06-2021,Madhya Pradesh,10906318,
14-06-2021,Madhya Pradesh,10975520,
15-06-2021,Madhya Pradesh,11045834,
16-06-2021,Madhya Pradesh,11117921,
17-06-2021,Madhya Pradesh,11191553,
18-06-2021,Madhya Pradesh,11262974,
19-06-2021,Madhya Pradesh,11334517,
20-06-2021,Madhya Pradesh,11403065,
21-06-2021,Madhya Pradesh,11468113,
22-06-2021,Madhya Pradesh,11532528,
23-06-2021,Madhya Pradesh,11598397,
24-06-2021,Madhya Pradesh,11666850,
25-06-2021,Madhya Pradesh,11735798,
26-06-2021,Madhya Pradesh,11804713,
27-06-2021,Madhya Pradesh,11873731,
28-06-2021,Madhya Pradesh,11937101,
29-06-2021,Madhya Pradesh,12004205,
30-06-2021,Madhya Pradesh,12075742,
01-07-2021,Madhya Pradesh,12150837,
02-07-2021,Madhya Pradesh,12225177,
03-07-2021,Madhya Pradesh,12299236,
04-07-2021,Madhya Pradesh,12373136,
05-07-2021,Madhya Pradesh,12440059,
06-07-2021,Madhya Pradesh,12512247,
05-04-2020,Maharashtra,16008,
06-04-2020,Maharashtra,17563,868
07-04-2020,Maharashtra,20877,1018
09-04-2020,Maharashtra,20877,868
10-04-2020,Maharashtra,30000,1135
11-04-2020,Maharashtra,31841,1761
12-04-2020,Maharashtra,35668,1761
13-04-2020,Maharashtra,39725,1996
14-04-2020,Maharashtra,41071,2340
15-04-2020,Maharashtra,45142,2690
16-04-2020,Maharashtra,50882,2916
17-04-2020,Maharashtra,55678,3204
18-04-2020,Maharashtra,60166,3323
19-04-2020,Maharashtra,66796,3651
20-04-2020,Maharashtra,71321,4204
21-04-2020,Maharashtra,75838,4676
22-04-2020,Maharashtra,82304,5229
23-04-2020,Maharashtra,89197,5218
24-04-2020,Maharashtra,95210,6427
25-04-2020,Maharashtra,100912,6817
26-04-2020,Maharashtra,107979,7928
27-04-2020,Maharashtra,115147,8068
28-04-2020,Maharashtra,120620,8590
29-04-2020,Maharashtra,128726,9318
30-04-2020,Maharashtra,135694,9915
01-05-2020,Maharashtra,144159,10498
02-05-2020,Maharashtra,151085,11506
03-05-2020,Maharashtra,159754,12296
04-05-2020,Maharashtra,168374,12974
05-05-2020,Maharashtra,175323,14541
06-05-2020,Maharashtra,181746,15525
07-05-2020,Maharashtra,189220,16758
08-05-2020,Maharashtra,200477,17974
09-05-2020,Maharashtra,210174,19063
10-05-2020,Maharashtra,225524,20228
11-05-2020,Maharashtra,218914,23401
12-05-2020,Maharashtra,222284,23401
13-05-2020,Maharashtra,231061,24427
14-05-2020,Maharashtra,240482,25922
15-05-2020,Maharashtra,250898,27524
16-05-2020,Maharashtra,261815,29100
17-05-2020,Maharashtra,274040,30706
18-05-2020,Maharashtra,282437,33053
19-05-2020,Maharashtra,294272,35058
20-05-2020,Maharashtra,307535,37136
21-05-2020,Maharashtra,319921,39297
22-05-2020,Maharashtra,333087,41642
23-05-2020,Maharashtra,348932,44582
24-05-2020,Maharashtra,363470,47190
25-05-2020,Maharashtra,379185,50231
26-05-2020,Maharashtra,390757,52667
27-05-2020,Maharashtra,405020,54758
28-05-2020,Maharashtra,420473,56948
29-05-2020,Maharashtra,434565,59546
30-05-2020,Maharashtra,448661,62228
31-05-2020,Maharashtra,463177,65168
01-06-2020,Maharashtra,472344,67655
02-06-2020,Maharashtra,484784,70013
03-06-2020,Maharashtra,498577,72300
04-06-2020,Maharashtra,511136,74860
05-06-2020,Maharashtra,524002,77793
06-06-2020,Maharashtra,538009,80229
07-06-2020,Maharashtra,553063,82968
08-06-2020,Maharashtra,565290,85975
09-06-2020,Maharashtra,579294,88528
10-06-2020,Maharashtra,595282,90787
11-06-2020,Maharashtra,610790,94041
12-06-2020,Maharashtra,626521,97648
13-06-2020,Maharashtra,643057,101141
14-06-2020,Maharashtra,659481,104568
15-06-2020,Maharashtra,671348,107958
16-06-2020,Maharashtra,686488,110744
18-06-2020,Maharashtra,719637,123794
19-06-2020,Maharashtra,737597,120504
20-06-2020,Maharashtra,756809,124331
21-06-2020,Maharashtra,775958,128205
22-06-2020,Maharashtra,789016,132075
23-06-2020,Maharashtra,804726,142628
24-06-2020,Maharashtra,826139,146811
25-06-2020,Maharashtra,850410,151823
26-06-2020,Maharashtra,873570,156457
27-06-2020,Maharashtra,900423,162168
28-06-2020,Maharashtra,926934,168388
29-06-2020,Maharashtra,946518,173227
30-06-2020,Maharashtra,970161,177945
01-07-2020,Maharashtra,995343,183686
02-07-2020,Maharashtra,1023296,190071
03-07-2020,Maharashtra,1052643,196405
04-07-2020,Maharashtra,1085160,203816
05-07-2020,Maharashtra,1116112,210221
06-07-2020,Maharashtra,1138706,216079
07-07-2020,Maharashtra,1164860,220816
08-07-2020,Maharashtra,1194565,227684
09-07-2020,Maharashtra,1225831,234853
10-07-2020,Maharashtra,1257564,242867
11-07-2020,Maharashtra,1289325,251442
12-07-2020,Maharashtra,1321715,259037
13-07-2020,Maharashtra,1345128,265724
14-07-2020,Maharashtra,1376203,272392
15-07-2020,Maharashtra,1413185,280751
16-07-2020,Maharashtra,1450129,288696
17-07-2020,Maharashtra,1487738,296780
18-07-2020,Maharashtra,1526037,305541
19-07-2020,Maharashtra,1568229,315387
20-07-2020,Maharashtra,1603802,324210
21-07-2020,Maharashtra,1643981,332831
22-07-2020,Maharashtra,1691546,342936
23-07-2020,Maharashtra,1741992,352760
24-07-2020,Maharashtra,1790610,362416
25-07-2020,Maharashtra,1840445,371731
26-07-2020,Maharashtra,1890256,381452
27-07-2020,Maharashtra,1928333,389872
28-07-2020,Maharashtra,1972346,397513
29-07-2020,Maharashtra,2021437,407877
30-07-2020,Maharashtra,2075528,419334
31-07-2020,Maharashtra,2133720,428684
01-08-2020,Maharashtra,2198423,438920
02-08-2020,Maharashtra,2260160,448418
03-08-2020,Maharashtra,2301514,457476
04-08-2020,Maharashtra,2354414,466151
05-08-2020,Maharashtra,2418299,477167
06-08-2020,Maharashtra,2492194,488670
07-08-2020,Maharashtra,2574594,500023
08-08-2020,Maharashtra,2654681,513228
09-08-2020,Maharashtra,2730285,526081
10-08-2020,Maharashtra,2776849,535635
11-08-2020,Maharashtra,2841240,546782
12-08-2020,Maharashtra,2913686,560056
13-08-2020,Maharashtra,2981077,571495
14-08-2020,Maharashtra,3049468,584784
15-08-2020,Maharashtra,3115716,596654
16-08-2020,Maharashtra,3165550,607631
17-08-2020,Maharashtra,3208735,616486
18-08-2020,Maharashtra,3267625,626469
19-08-2020,Maharashtra,3343052,641694
20-08-2020,Maharashtra,3419643,656473
21-08-2020,Maharashtra,3498166,672037
22-08-2020,Maharashtra,3575566,687845
23-08-2020,Maharashtra,3621321,698138
24-08-2020,Maharashtra,3667937,709425
25-08-2020,Maharashtra,3711123,716867
26-08-2020,Maharashtra,3798306,734862
27-08-2020,Maharashtra,3868755,750412
28-08-2020,Maharashtra,3939761,764556
29-08-2020,Maharashtra,4017175,780957
30-08-2020,Maharashtra,4092620,798970
31-08-2020,Maharashtra,4145123,811797
01-09-2020,Maharashtra,4212148,820623
02-09-2020,Maharashtra,4288999,841047
03-09-2020,Maharashtra,4382985,862012
04-09-2020,Maharashtra,4474971,882550
05-09-2020,Maharashtra,4565368,903120
06-09-2020,Maharashtra,4655545,927278
07-09-2020,Maharashtra,4712017,943664
08-09-2020,Maharashtra,4792351,963955
09-09-2020,Maharashtra,4890086,991214
10-09-2020,Maharashtra,4974558,
11-09-2020,Maharashtra,5072521,1015681
12-09-2020,Maharashtra,5164840,1037765
13-09-2020,Maharashtra,5253676,1060308
14-09-2020,Maharashtra,5321116,1077374
15-09-2020,Maharashtra,5409060,1097856
16-09-2020,Maharashtra,5506276,1121221
17-09-2020,Maharashtra,5604890,1145840
18-09-2020,Maharashtra,5693345,1167496
19-09-2020,Maharashtra,5786147,1188015
20-09-2020,Maharashtra,5872241,1208642
21-09-2020,Maharashtra,5912258,1224380
22-09-2020,Maharashtra,6017284,1242770
23-09-2020,Maharashtra,6106787,1263799
24-09-2020,Maharashtra,6190389,1282963
25-09-2020,Maharashtra,6280788,1300757
26-09-2020,Maharashtra,6376676,1321176
27-09-2020,Maharashtra,6565649,1339232
28-09-2020,Maharashtra,6622384,1351153
29-09-2020,Maharashtra,6698024,1366129
30-09-2020,Maharashtra,6785205,1384446
01-10-2020,Maharashtra,6875451,1400922
02-10-2020,Maharashtra,6960203,1416513
03-10-2020,Maharashtra,7035296,1430861
04-10-2020,Maharashtra,7111204,1443409
05-10-2020,Maharashtra,7169887,1453653
06-10-2020,Maharashtra,7241376,1465911
07-10-2020,Maharashtra,7324188,1480489
08-10-2020,Maharashtra,7404231,1493884
09-10-2020,Maharashtra,7487383,1506018
10-10-2020,Maharashtra,7569447,1517434
11-10-2020,Maharashtra,7643584,1528226
12-10-2020,Maharashtra,7697906,1535315
13-10-2020,Maharashtra,7762005,1543837
14-10-2020,Maharashtra,7838318,1554389
15-10-2020,Maharashtra,7914651,1564615
16-10-2020,Maharashtra,7989693,1576062
17-10-2020,Maharashtra,8069100,1586321
18-10-2020,Maharashtra,8139466,1595381
19-10-2020,Maharashtra,8185778,
20-10-2020,Maharashtra,8251234,1609516
21-10-2020,Maharashtra,8327493,
22-10-2020,Maharashtra,8402559,
23-10-2020,Maharashtra,8479155,1632544
24-10-2020,Maharashtra,8548036,1638961
25-10-2020,Maharashtra,8608928,
26-10-2020,Maharashtra,8645195,
27-10-2020,Maharashtra,8700033,
28-10-2020,Maharashtra,8768879,
29-10-2020,Maharashtra,8837133,
30-10-2020,Maharashtra,8906826,
31-10-2020,Maharashtra,8967403,
01-11-2020,Maharashtra,9024871,
02-11-2020,Maharashtra,9065168,
03-11-2020,Maharashtra,9120515,
04-11-2020,Maharashtra,9185838,
05-11-2020,Maharashtra,9250254,
06-11-2020,Maharashtra,9318544,
07-11-2020,Maharashtra,9378531,
08-11-2020,Maharashtra,9440535,
09-11-2020,Maharashtra,9482940,
10-11-2020,Maharashtra,9536182,
11-11-2020,Maharashtra,9600328,
12-11-2020,Maharashtra,9664275,
13-11-2020,Maharashtra,9722961,
16-11-2020,Maharashtra,9722961,
17-11-2020,Maharashtra,9847478,
18-11-2020,Maharashtra,9900878,
19-11-2020,Maharashtra,9965119,
20-11-2020,Maharashtra,10035665,
21-11-2020,Maharashtra,10120470,
22-11-2020,Maharashtra,10213026,
23-11-2020,Maharashtra,10281543,
24-11-2020,Maharashtra,10366579,
25-11-2020,Maharashtra,10456962,
26-11-2020,Maharashtra,10547333,
27-11-2020,Maharashtra,10635600,
28-11-2020,Maharashtra,10722198,
29-11-2020,Maharashtra,10804422,
30-11-2020,Maharashtra,10856384,
01-12-2020,Maharashtra,10915683,
02-12-2020,Maharashtra,10989496,
03-12-2020,Maharashtra,11059305,
04-12-2020,Maharashtra,11132231,
05-12-2020,Maharashtra,11205118,
06-12-2020,Maharashtra,11273705,
07-12-2020,Maharashtra,11318721,
08-12-2020,Maharashtra,11377074,
09-12-2020,Maharashtra,11447723,
10-12-2020,Maharashtra,11502427,
11-12-2020,Maharashtra,11570137,
12-12-2020,Maharashtra,11638336,
13-12-2020,Maharashtra,11702457,
14-12-2020,Maharashtra,11748362,
15-12-2020,Maharashtra,11806808,
16-12-2020,Maharashtra,11871449,
17-12-2020,Maharashtra,11933956,
18-12-2020,Maharashtra,11996624,
19-12-2020,Maharashtra,12059235,
20-12-2020,Maharashtra,12119196,
21-12-2020,Maharashtra,12157953,
22-12-2020,Maharashtra,12212384,
24-12-2020,Maharashtra,12341204,
25-12-2020,Maharashtra,12401637,
26-12-2020,Maharashtra,12451919,
27-12-2020,Maharashtra,12502554,
28-12-2020,Maharashtra,12543772,
29-12-2020,Maharashtra,12600754,
30-12-2020,Maharashtra,12672259,
31-12-2020,Maharashtra,12747633,
01-01-2021,Maharashtra,12823834,
02-01-2021,Maharashtra,12890441,
03-01-2021,Maharashtra,12958502,
04-01-2021,Maharashtra,13004876,
05-01-2021,Maharashtra,13061976,
06-01-2021,Maharashtra,13134019,
07-01-2021,Maharashtra,13199201,
08-01-2021,Maharashtra,13267917,
09-01-2021,Maharashtra,13338488,
10-01-2021,Maharashtra,13401170,
11-01-2021,Maharashtra,13443229,
12-01-2021,Maharashtra,13500734,
13-01-2021,Maharashtra,13562194,
14-01-2021,Maharashtra,13623298,
15-01-2021,Maharashtra,13684589,
16-01-2021,Maharashtra,13743486,
17-01-2021,Maharashtra,13806387,
18-01-2021,Maharashtra,13845897,
19-01-2021,Maharashtra,13895277,
20-01-2021,Maharashtra,13957469,
21-01-2021,Maharashtra,14019188,
22-01-2021,Maharashtra,14080930,
23-01-2021,Maharashtra,14145829,
24-01-2021,Maharashtra,14207595,
25-01-2021,Maharashtra,14257998,
26-01-2021,Maharashtra,14315227,
27-01-2021,Maharashtra,14367094,
28-01-2021,Maharashtra,14430223,
29-01-2021,Maharashtra,14496359,
30-01-2021,Maharashtra,14559160,
31-01-2021,Maharashtra,14617168,
01-02-2021,Maharashtra,14656223,
02-02-2021,Maharashtra,14706992,
03-02-2021,Maharashtra,14764744,
04-02-2021,Maharashtra,14821561,
05-02-2021,Maharashtra,14875633,
06-02-2021,Maharashtra,14928130,
07-02-2021,Maharashtra,14977683,
08-02-2021,Maharashtra,15010037,
09-02-2021,Maharashtra,15058995,
10-02-2021,Maharashtra,15108645,
11-02-2021,Maharashtra,15163781,
12-02-2021,Maharashtra,15219416,
13-02-2021,Maharashtra,15272826,
14-02-2021,Maharashtra,15321608,
15-02-2021,Maharashtra,15359026,
16-02-2021,Maharashtra,15396444,
17-02-2021,Maharashtra,15455268,
18-02-2021,Maharashtra,15521198,
19-02-2021,Maharashtra,15588324,
20-02-2021,Maharashtra,15652742,
21-02-2021,Maharashtra,15720259,
22-02-2021,Maharashtra,15793424,
23-02-2021,Maharashtra,15860912,
24-02-2021,Maharashtra,15941773,
25-02-2021,Maharashtra,16026587,
26-02-2021,Maharashtra,16112519,
27-02-2021,Maharashtra,16199818,
28-02-2021,Maharashtra,16284612,
01-03-2021,Maharashtra,16346358,
02-03-2021,Maharashtra,16421879,
03-03-2021,Maharashtra,16509506,
04-03-2021,Maharashtra,16596300,
05-03-2021,Maharashtra,16686880,
06-03-2021,Maharashtra,16776051,
07-03-2021,Maharashtra,16867286,
08-03-2021,Maharashtra,16938227,
09-03-2021,Maharashtra,17022315,
10-03-2021,Maharashtra,17115534,
11-03-2021,Maharashtra,17213312,
12-03-2021,Maharashtra,17310586,
13-03-2021,Maharashtra,17408504,
14-03-2021,Maharashtra,17516885,
15-03-2021,Maharashtra,17609248,
16-03-2021,Maharashtra,17715522,
17-03-2021,Maharashtra,17835495,
18-03-2021,Maharashtra,17956830,
19-03-2021,Maharashtra,18083977,
20-03-2021,Maharashtra,18218001,
21-03-2021,Maharashtra,18356200,
22-03-2021,Maharashtra,18462030,
23-03-2021,Maharashtra,18584463,
24-03-2021,Maharashtra,18725307,
25-03-2021,Maharashtra,18878754,
26-03-2021,Maharashtra,19035439,
27-03-2021,Maharashtra,19192750,
28-03-2021,Maharashtra,19358341,
29-03-2021,Maharashtra,19495189,
30-03-2021,Maharashtra,19625065,
31-03-2021,Maharashtra,19792143,
01-04-2021,Maharashtra,19975341,
02-04-2021,Maharashtra,20158719,
03-04-2021,Maharashtra,20343123,
04-04-2021,Maharashtra,20540111,
05-04-2021,Maharashtra,20715793,
06-04-2021,Maharashtra,20917486,
07-04-2021,Maharashtra,21148736,
08-04-2021,Maharashtra,21385551,
09-04-2021,Maharashtra,21631258,
10-04-2021,Maharashtra,21851235,
11-04-2021,Maharashtra,22114372,
12-04-2021,Maharashtra,22322393,
13-04-2021,Maharashtra,22560051,
14-04-2021,Maharashtra,22802200,
15-04-2021,Maharashtra,23036652,
16-04-2021,Maharashtra,23308878,
17-04-2021,Maharashtra,23580913,
18-04-2021,Maharashtra,23854185,
19-04-2021,Maharashtra,24075811,
20-04-2021,Maharashtra,24341736,
21-04-2021,Maharashtra,24614480,
22-04-2021,Maharashtra,24895986,
23-04-2021,Maharashtra,25173596,
24-04-2021,Maharashtra,25460008,
25-04-2021,Maharashtra,25749543,
26-04-2021,Maharashtra,25972018,
27-04-2021,Maharashtra,26254737,
28-04-2021,Maharashtra,26527862,
29-04-2021,Maharashtra,26816075,
30-04-2021,Maharashtra,27106282,
01-05-2021,Maharashtra,27395288,
02-05-2021,Maharashtra,27652758,
03-05-2021,Maharashtra,27864426,
04-05-2021,Maharashtra,28105382,
05-05-2021,Maharashtra,28384582,
06-05-2021,Maharashtra,28661668,
07-05-2021,Maharashtra,28930580,
08-05-2021,Maharashtra,29191331,
09-05-2021,Maharashtra,29438797,
10-05-2021,Maharashtra,29631127,
11-05-2021,Maharashtra,29848791,
12-05-2021,Maharashtra,30100958,
13-05-2021,Maharashtra,30351356,
14-05-2021,Maharashtra,30602140,
15-05-2021,Maharashtra,30839404,
16-05-2021,Maharashtra,31103991,
17-05-2021,Maharashtra,31338407,
18-05-2021,Maharashtra,31588717,
19-05-2021,Maharashtra,31874364,
20-05-2021,Maharashtra,32154275,
21-05-2021,Maharashtra,32441776,
22-05-2021,Maharashtra,32723361,
23-05-2021,Maharashtra,33013516,
24-05-2021,Maharashtra,33277290,
25-05-2021,Maharashtra,33541565,
26-05-2021,Maharashtra,33824959,
27-05-2021,Maharashtra,34086110,
28-05-2021,Maharashtra,34350186,
29-05-2021,Maharashtra,34608945,
30-05-2021,Maharashtra,34861608,
31-05-2021,Maharashtra,35055054,
01-06-2021,Maharashtra,35277653,
02-06-2021,Maharashtra,35514594,
03-06-2021,Maharashtra,35774626,
04-06-2021,Maharashtra,36031395,
05-06-2021,Maharashtra,36271483,
06-06-2021,Maharashtra,36508967,
07-06-2021,Maharashtra,36696139,
08-06-2021,Maharashtra,36907181,
09-06-2021,Maharashtra,37128093,
10-06-2021,Maharashtra,37356704,
11-06-2021,Maharashtra,37611005,
12-06-2021,Maharashtra,37834054,
13-06-2021,Maharashtra,38046590,
14-06-2021,Maharashtra,38215492,
15-06-2021,Maharashtra,38418130,
16-06-2021,Maharashtra,38641639,
17-06-2021,Maharashtra,38857644,
18-06-2021,Maharashtra,39078541,
19-06-2021,Maharashtra,39312920,
20-06-2021,Maharashtra,39514858,
21-06-2021,Maharashtra,39669693,
22-06-2021,Maharashtra,39886554,
23-06-2021,Maharashtra,40128355,
24-06-2021,Maharashtra,40360931,
25-06-2021,Maharashtra,40596965,
26-06-2021,Maharashtra,40831332,
27-06-2021,Maharashtra,41042198,
28-06-2021,Maharashtra,41208361,
29-06-2021,Maharashtra,41398501,
30-06-2021,Maharashtra,41637950,
01-07-2021,Maharashtra,41875217,
02-07-2021,Maharashtra,42096506,
03-07-2021,Maharashtra,42320880,
04-07-2021,Maharashtra,42542943,
05-07-2021,Maharashtra,42712460,
06-07-2021,Maharashtra,42908288,
14-04-2020,Manipur,276,2
17-04-2020,Manipur,311,2
24-04-2020,Manipur,402,2
25-04-2020,Manipur,416,2
30-04-2020,Manipur,459,2
01-05-2020,Manipur,461,2
02-05-2020,Manipur,468,2
04-05-2020,Manipur,571,2
07-05-2020,Manipur,684,2
08-05-2020,Manipur,756,2
09-05-2020,Manipur,865,2
10-05-2020,Manipur,1096,2
11-05-2020,Manipur,1337,2
13-05-2020,Manipur,1706,2
15-05-2020,Manipur,1799,3
16-05-2020,Manipur,1900,4
18-05-2020,Manipur,2483,7
20-05-2020,Manipur,3087,20
22-05-2020,Manipur,3721,26
23-05-2020,Manipur,4094,29
25-05-2020,Manipur,5041,36
26-05-2020,Manipur,6233,39
27-05-2020,Manipur,6836,44
28-05-2020,Manipur,7758,55
29-05-2020,Manipur,8596,59
03-06-2020,Manipur,12454,118
05-06-2020,Manipur,14629,132
07-06-2020,Manipur,17028,172
09-06-2020,Manipur,18612,304
10-06-2020,Manipur,19756,311
11-06-2020,Manipur,20528,366
13-06-2020,Manipur,24046,449
14-06-2020,Manipur,25226,458
15-06-2020,Manipur,26458,490
17-06-2020,Manipur,29865,552
18-06-2020,Manipur,30476,606
19-06-2020,Manipur,32093,681
21-06-2020,Manipur,35943,841
22-06-2020,Manipur,38286,898
23-06-2020,Manipur,40829,921
24-06-2020,Manipur,43477,970
25-06-2020,Manipur,45253,1056
27-06-2020,Manipur,48220,1092
29-06-2020,Manipur,49882,1227
02-07-2020,Manipur,53030,1279
03-07-2020,Manipur,53608,1316
04-07-2020,Manipur,54483,1325
06-07-2020,Manipur,56584,1390
07-07-2020,Manipur,57769,1430
09-07-2020,Manipur,59740,1450
10-07-2020,Manipur,60887,1582
11-07-2020,Manipur,61897,1593
12-07-2020,Manipur,63534,1609
15-07-2020,Manipur,65866,1700
17-07-2020,Manipur,68554,1800
18-07-2020,Manipur,70195,1891
19-07-2020,Manipur,71016,1911
20-07-2020,Manipur,71703,1925
21-07-2020,Manipur,73053,2015
22-07-2020,Manipur,73866,2060
23-07-2020,Manipur,74614,2115
24-07-2020,Manipur,75932,2146
25-07-2020,Manipur,76992,2176
26-07-2020,Manipur,78368,2235
27-07-2020,Manipur,80055,2286
28-07-2020,Manipur,80603,2317
29-07-2020,Manipur,83111,2458
31-07-2020,Manipur,85441,2621
03-08-2020,Manipur,89403,2920
04-08-2020,Manipur,90901,3018
05-08-2020,Manipur,92617,3093
06-08-2020,Manipur,94808,3217
07-08-2020,Manipur,96837,3466
08-08-2020,Manipur,98819,3635
09-08-2020,Manipur,101230,3753
10-08-2020,Manipur,103268,3853
11-08-2020,Manipur,104263,
13-08-2020,Manipur,107469,
14-08-2020,Manipur,110026,4198
15-08-2020,Manipur,112780,4390
16-08-2020,Manipur,115041,4569
18-08-2020,Manipur,117299,4765
19-08-2020,Manipur,120135,
20-08-2020,Manipur,122778,
21-08-2020,Manipur,125230,
22-08-2020,Manipur,128468,
23-08-2020,Manipur,131709,
24-08-2020,Manipur,135399,
25-08-2020,Manipur,137384,
26-08-2020,Manipur,140610,
27-08-2020,Manipur,142813,
28-08-2020,Manipur,146140,
29-08-2020,Manipur,149155,
30-08-2020,Manipur,152229,
31-08-2020,Manipur,155216,
01-09-2020,Manipur,158098,
02-09-2020,Manipur,160871,
05-09-2020,Manipur,169093,
06-09-2020,Manipur,172650,
07-09-2020,Manipur,174731,
08-09-2020,Manipur,177002,
10-09-2020,Manipur,183083,
11-09-2020,Manipur,185925,
12-09-2020,Manipur,188526,
13-09-2020,Manipur,190914,
14-09-2020,Manipur,193048,
15-09-2020,Manipur,196010,
16-09-2020,Manipur,198837,
17-09-2020,Manipur,201670,
18-09-2020,Manipur,204871,
19-09-2020,Manipur,206986,
20-09-2020,Manipur,209863,
21-09-2020,Manipur,212175,
22-09-2020,Manipur,215614,
23-09-2020,Manipur,217880,
24-09-2020,Manipur,221490,
25-09-2020,Manipur,225166,
26-09-2020,Manipur,228546,
27-09-2020,Manipur,231305,
28-09-2020,Manipur,234066,
29-09-2020,Manipur,238516,
30-09-2020,Manipur,241648,
01-10-2020,Manipur,243870,
02-10-2020,Manipur,246769,
03-10-2020,Manipur,250089,
04-10-2020,Manipur,252437,
05-10-2020,Manipur,254209,
06-10-2020,Manipur,256590,
07-10-2020,Manipur,259735,
08-10-2020,Manipur,271941,
09-10-2020,Manipur,283615,
10-10-2020,Manipur,288908,
11-10-2020,Manipur,292263,
12-10-2020,Manipur,304487,
13-10-2020,Manipur,306863,
15-10-2020,Manipur,311269,
16-10-2020,Manipur,313601,
17-10-2020,Manipur,318036,
18-10-2020,Manipur,320798,
19-10-2020,Manipur,322852,
20-10-2020,Manipur,325782,
21-10-2020,Manipur,327918,
23-10-2020,Manipur,333718,
24-10-2020,Manipur,335995,
25-10-2020,Manipur,337820,
27-10-2020,Manipur,342491,
29-10-2020,Manipur,347026,
31-10-2020,Manipur,351953,
01-11-2020,Manipur,354210,
02-11-2020,Manipur,357004,
03-11-2020,Manipur,358887,
04-11-2020,Manipur,361324,
06-11-2020,Manipur,366212,
07-11-2020,Manipur,368087,
08-11-2020,Manipur,370815,
09-11-2020,Manipur,372932,
11-11-2020,Manipur,377804,
12-11-2020,Manipur,380271,
13-11-2020,Manipur,382429,
14-11-2020,Manipur,384235,
16-11-2020,Manipur,388588,
17-11-2020,Manipur,390552,
18-11-2020,Manipur,391911,
19-11-2020,Manipur,393807,
21-11-2020,Manipur,397854,
22-11-2020,Manipur,400411,
24-11-2020,Manipur,406095,
27-11-2020,Manipur,413240,
28-11-2020,Manipur,415891,
29-11-2020,Manipur,418298,
30-11-2020,Manipur,420342,
01-12-2020,Manipur,423035,
02-12-2020,Manipur,426119,
03-12-2020,Manipur,428199,
04-12-2020,Manipur,430239,
05-12-2020,Manipur,432298,
06-12-2020,Manipur,434752,
07-12-2020,Manipur,437175,
08-12-2020,Manipur,439844,
10-12-2020,Manipur,445505,
11-12-2020,Manipur,447694,
12-12-2020,Manipur,449857,
13-12-2020,Manipur,452528,
14-12-2020,Manipur,454148,
15-12-2020,Manipur,456528,
17-12-2020,Manipur,460665,
22-12-2020,Manipur,468035,
23-12-2020,Manipur,469290,
24-12-2020,Manipur,470469,
25-12-2020,Manipur,471346,
26-12-2020,Manipur,472612,
27-12-2020,Manipur,473660,
28-12-2020,Manipur,474524,
05-01-2021,Manipur,482953,
06-01-2021,Manipur,484557,
07-01-2021,Manipur,486172,
08-01-2021,Manipur,487250,
09-01-2021,Manipur,488690,
10-01-2021,Manipur,489754,
11-01-2021,Manipur,490599,
12-01-2021,Manipur,491958,
13-01-2021,Manipur,493542,
14-01-2021,Manipur,494623,
15-01-2021,Manipur,495868,
16-01-2021,Manipur,496918,
17-01-2021,Manipur,498157,
18-01-2021,Manipur,498979,
19-01-2021,Manipur,499989,
20-01-2021,Manipur,501237,
21-01-2021,Manipur,502426,
22-01-2021,Manipur,503678,
23-01-2021,Manipur,504829,
24-01-2021,Manipur,505699,
25-01-2021,Manipur,506991,
26-01-2021,Manipur,508273,
27-01-2021,Manipur,509108,
28-01-2021,Manipur,510714,
29-01-2021,Manipur,511987,
30-01-2021,Manipur,513812,
31-01-2021,Manipur,515122,
02-02-2021,Manipur,517553,
03-02-2021,Manipur,518960,
04-02-2021,Manipur,520516,
05-02-2021,Manipur,521834,
06-02-2021,Manipur,523291,
07-02-2021,Manipur,524987,
08-02-2021,Manipur,525613,
09-02-2021,Manipur,527458,
10-02-2021,Manipur,529293,
11-02-2021,Manipur,530329,
12-02-2021,Manipur,531521,
13-02-2021,Manipur,532806,
14-02-2021,Manipur,533846,
15-02-2021,Manipur,535045,
16-02-2021,Manipur,536243,
17-02-2021,Manipur,537514,
18-02-2021,Manipur,538938,
19-02-2021,Manipur,540337,
20-02-2021,Manipur,541446,
21-02-2021,Manipur,542337,
22-02-2021,Manipur,543414,
23-02-2021,Manipur,544506,
24-02-2021,Manipur,545722,
25-02-2021,Manipur,546862,
26-02-2021,Manipur,547871,
27-02-2021,Manipur,548903,
28-02-2021,Manipur,549740,
01-03-2021,Manipur,550326,
02-03-2021,Manipur,551409,
03-03-2021,Manipur,552172,
